"ID","Name","Pos","Team","Price","xPts 1","xMin 1","xPts 2","xMin 2","xPts 3","xMin 3","xPts 4","xMin 4","xPts 5","xMin 5","xPts GW1-38"
"283","Salah","MID","LIV","13","6.28","NaN","6.38","NaN","5.62","NaN","7.67","NaN","6.35","NaN","236.28"
"306","Cancelo","DEF","MCI","7","4.84","NaN","6.30","NaN","4.90","NaN","5.89","NaN","6.29","NaN","198.49"
"285","Trent","DEF","LIV","7.5","5.47","NaN","6.25","NaN","4.53","NaN","6.83","NaN","5.92","NaN","209.23"
"301","De Bruyne","MID","MCI","12","4.85","NaN","6.13","NaN","4.58","NaN","5.18","NaN","5.91","NaN","193.36"
"314","Foden","MID","MCI","8","4.19","NaN","5.26","NaN","3.97","NaN","4.48","NaN","5.09","NaN","166.63"
"318","Haaland","FWD","MCI","11.5","4.13","NaN","5.22","NaN","3.87","NaN","4.39","NaN","5.04","NaN","164.84"
"284","Robertson","DEF","LIV","7","4.41","NaN","5.10","NaN","3.64","NaN","5.43","NaN","4.81","NaN","168.85"
"333","Fernandes","MID","MUN","10","5.10","NaN","4.85","NaN","4.26","NaN","5.16","NaN","4.81","NaN","188.58"
"28","Jesus","FWD","ARS","8","3.89","NaN","4.85","NaN","4.69","NaN","5.06","NaN","4.56","NaN","164.38"
"303","Mahrez","MID","MCI","8","3.80","NaN","4.74","NaN","3.61","NaN","4.06","NaN","4.59","NaN","151.21"
"280","van Dijk","DEF","LIV","6.5","4.00","NaN","4.68","NaN","3.29","NaN","4.90","NaN","4.40","NaN","153.71"
"312","Dias","DEF","MCI","6","3.66","NaN","4.65","NaN","3.75","NaN","4.45","NaN","4.66","NaN","149.40"
"304","Sterling","MID","CHE","10","4.76","NaN","4.61","NaN","5.32","NaN","5.46","NaN","5.08","NaN","184.62"
"13","Saka","MID","ARS","8","3.83","NaN","4.60","NaN","4.43","NaN","4.78","NaN","4.40","NaN","157.73"
"307","Ederson","GK","MCI","5.5","3.83","NaN","4.54","NaN","3.90","NaN","4.48","NaN","4.53","NaN","154.19"
"465","Bowen","MID","WHU","8.5","3.36","NaN","4.53","NaN","4.43","NaN","4.02","NaN","4.12","NaN","163.92"
"407","Ward-Prowse","MID","SOU","6.5","3.20","NaN","4.51","NaN","3.60","NaN","3.86","NaN","3.45","NaN","141.18"
"281","Alisson","GK","LIV","5.5","4.16","NaN","4.50","NaN","3.50","NaN","4.57","NaN","4.20","NaN","153.57"
"311","B Silva","MID","MCI","7","3.65","NaN","4.50","NaN","3.50","NaN","3.92","NaN","4.38","NaN","145.12"
"411","C Adams","FWD","SOU","6.5","3.14","NaN","4.46","NaN","3.54","NaN","3.77","NaN","3.26","NaN","136.35"
"33","Digne","DEF","AVL","5","3.87","NaN","4.32","NaN","3.61","NaN","3.80","NaN","2.70","NaN","130.82"
"40","Watkins","FWD","AVL","7.5","4.15","NaN","4.27","NaN","3.51","NaN","4.19","NaN","3.36","NaN","146.23"
"427","Kane","FWD","TOT","11.5","6.44","NaN","4.17","NaN","5.88","NaN","5.55","NaN","5.12","NaN","204.00"
"80","Toney","FWD","BRE","7","3.84","NaN","4.15","NaN","4.03","NaN","4.40","NaN","3.59","NaN","149.32"
"227","Bamford","FWD","LEE","7.5","4.39","NaN","4.14","NaN","3.59","NaN","3.55","NaN","4.50","NaN","150.25"
"31","E Martinez","GK","AVL","5","3.94","NaN","4.10","NaN","3.80","NaN","3.72","NaN","3.27","NaN","138.01"
"142","Mount","MID","CHE","8","4.18","NaN","4.04","NaN","4.59","NaN","4.69","NaN","4.40","NaN","161.04"
"428","Son","MID","TOT","12","6.38","NaN","4.00","NaN","5.85","NaN","5.50","NaN","5.00","NaN","199.78"
"309","Laporte","DEF","MCI","6","3.14","NaN","4.00","NaN","3.21","NaN","3.80","NaN","4.00","NaN","128.13"
"15","Ramsdale","GK","ARS","5","4.07","NaN","3.99","NaN","4.21","NaN","4.32","NaN","4.08","NaN","149.06"
"43","Cash","DEF","AVL","5","3.55","NaN","3.98","NaN","3.33","NaN","3.50","NaN","2.47","NaN","120.16"
"478","Sa","GK","WOL","5","3.46","NaN","3.93","NaN","2.85","NaN","3.64","NaN","3.81","NaN","132.41"
"476","Jimenez","FWD","WOL","7","3.69","NaN","3.92","NaN","2.95","NaN","3.46","NaN","3.63","NaN","128.37"
"106","Dunk","DEF","BHA","4.5","2.69","NaN","3.89","NaN","3.13","NaN","4.03","NaN","3.44","NaN","129.86"
"210","Mitrovic","FWD","FUL","6.5","3.55","NaN","3.88","NaN","4.47","NaN","3.50","NaN","4.09","NaN","152.34"
"111","Trossard","MID","BHA","6.5","3.45","NaN","3.86","NaN","3.60","NaN","4.59","NaN","3.84","NaN","142.53"
"293","Diaz","MID","LIV","8","3.79","NaN","3.85","NaN","3.43","NaN","4.50","NaN","3.82","NaN","142.60"
"146","R James","DEF","CHE","6","4.42","NaN","3.84","NaN","4.29","NaN","4.63","NaN","4.36","NaN","162.08"
"397","Awoniyi","FWD","NFO","6","3.19","NaN","3.81","NaN","3.46","NaN","3.39","NaN","2.59","NaN","132.43"
"113","R Sanchez","GK","BHA","4.5","3.12","NaN","3.81","NaN","3.40","NaN","3.93","NaN","3.75","NaN","138.00"
"305","Grealish","MID","MCI","7","3.11","NaN","3.81","NaN","2.98","NaN","3.33","NaN","3.71","NaN","123.38"
"327","de Gea","GK","MUN","5","3.95","NaN","3.73","NaN","3.11","NaN","3.67","NaN","3.40","NaN","138.21"
"112","Cucurella","DEF","BHA","5","2.84","NaN","3.72","NaN","3.04","NaN","3.69","NaN","3.59","NaN","122.31"
"7","Odegaard","MID","ARS","6.5","3.18","NaN","3.71","NaN","3.61","NaN","3.84","NaN","3.57","NaN","128.74"
"457","Cresswell","DEF","WHU","5","2.09","NaN","3.70","NaN","3.78","NaN","3.06","NaN","2.84","NaN","124.65"
"8","Tierney","DEF","ARS","5","3.54","NaN","3.67","NaN","3.74","NaN","3.95","NaN","3.74","NaN","128.63"
"276","Matip","DEF","LIV","6","3.14","NaN","3.67","NaN","2.58","NaN","3.86","NaN","3.45","NaN","120.49"
"191","Calvert-Lewin","FWD","EVE","8","3.56","NaN","3.66","NaN","4.66","NaN","3.85","NaN","4.32","NaN","149.59"
"340","Sancho","MID","MUN","7.5","3.81","NaN","3.65","NaN","3.22","NaN","3.87","NaN","3.64","NaN","141.13"
"455","Fabianski","GK","WHU","5","2.78","NaN","3.63","NaN","3.78","NaN","3.27","NaN","3.03","NaN","129.95"
"468","Soucek","MID","WHU","5.5","2.81","NaN","3.60","NaN","3.54","NaN","3.24","NaN","3.31","NaN","130.87"
"19","Martinelli","MID","ARS","6","2.98","NaN","3.58","NaN","3.43","NaN","3.69","NaN","3.42","NaN","122.67"
"29","Coutinho","MID","AVL","7","3.43","NaN","3.57","NaN","2.98","NaN","3.47","NaN","2.80","NaN","121.66"
"527","Lingard","MID","NFO","6","3.00","NaN","3.55","NaN","3.26","NaN","3.14","NaN","2.39","NaN","123.73"
"487","Ait-Nouri","DEF","WOL","4.5","2.93","NaN","3.54","NaN","2.01","NaN","3.36","NaN","3.32","NaN","111.03"
"212","H Wilson","MID","FUL","6","3.10","NaN","3.52","NaN","3.99","NaN","3.10","NaN","3.68","NaN","135.52"
"394","Brennan Johnson","FWD","NFO","6","3.01","NaN","3.50","NaN","3.21","NaN","3.18","NaN","2.55","NaN","123.13"
"109","Veltman","DEF","BHA","4.5","2.43","NaN","3.47","NaN","2.82","NaN","3.58","NaN","3.08","NaN","116.34"
"139","Chilwell","DEF","CHE","6","3.99","NaN","3.46","NaN","3.87","NaN","4.18","NaN","3.95","NaN","146.50"
"147","E Mendy","GK","CHE","5","3.90","NaN","3.42","NaN","3.72","NaN","3.89","NaN","3.82","NaN","143.65"
"356","C Wilson","FWD","NEW","7.5","4.41","NaN","3.39","NaN","3.06","NaN","3.64","NaN","2.97","NaN","143.49"
"345","Martial","FWD","MUN","7","3.49","NaN","3.39","NaN","3.05","NaN","3.60","NaN","3.41","NaN","131.30"
"477","Jonny","DEF","WOL","4.5","2.83","NaN","3.39","NaN","1.93","NaN","3.21","NaN","3.18","NaN","106.58"
"50","Carlos","DEF","AVL","5","3.01","NaN","3.38","NaN","2.85","NaN","2.95","NaN","2.10","NaN","101.73"
"376","Pope","GK","NEW","5","3.82","NaN","3.37","NaN","2.84","NaN","3.49","NaN","2.77","NaN","127.40"
"315","Rodri","MID","MCI","6","2.86","NaN","3.37","NaN","2.80","NaN","3.08","NaN","3.31","NaN","113.02"
"401","McCarthy","GK","SOU","4.5","2.37","NaN","3.37","NaN","2.83","NaN","2.86","NaN","2.90","NaN","116.37"
"297","Nunez","FWD","LIV","9","3.37","NaN","3.35","NaN","3.09","NaN","3.98","NaN","3.36","NaN","126.40"
"238","Meslier","GK","LEE","4.5","3.83","NaN","3.34","NaN","3.18","NaN","3.33","NaN","3.76","NaN","125.73"
"409","Walker-Peters","DEF","SOU","4.5","1.76","NaN","3.34","NaN","2.47","NaN","2.63","NaN","2.42","NaN","103.55"
"37","McGinn","MID","AVL","5.5","3.18","NaN","3.32","NaN","2.88","NaN","3.21","NaN","2.69","NaN","114.24"
"182","Pickford","GK","EVE","4.5","3.29","NaN","3.28","NaN","4.04","NaN","3.56","NaN","3.41","NaN","130.33"
"459","Dawson","DEF","WHU","5","1.85","NaN","3.28","NaN","3.38","NaN","2.74","NaN","2.52","NaN","111.06"
"475","Coady","DEF","WOL","5","2.69","NaN","3.27","NaN","1.82","NaN","3.14","NaN","3.08","NaN","102.96"
"213","Rodak","GK","FUL","4.5","2.48","NaN","3.27","NaN","3.54","NaN","2.68","NaN","3.44","NaN","116.40"
"14","Tomiyasu","DEF","ARS","4.5","3.15","NaN","3.26","NaN","3.31","NaN","3.50","NaN","3.33","NaN","114.24"
"0","Scamacca","FWD","WHU","3","2.64","NaN","3.26","NaN","3.22","NaN","2.98","NaN","3.09","NaN","120.31"
"16","Gabriel","DEF","ARS","5","3.10","NaN","3.23","NaN","3.28","NaN","3.48","NaN","3.29","NaN","112.56"
"335","Rashford","MID","MUN","6.5","3.36","NaN","3.22","NaN","2.86","NaN","3.41","NaN","3.21","NaN","124.65"
"410","Bednarek","DEF","SOU","4.5","1.67","NaN","3.22","NaN","2.37","NaN","2.53","NaN","2.36","NaN","100.28"
"425","Lloris","GK","TOT","5.5","4.03","NaN","3.20","NaN","4.21","NaN","3.87","NaN","3.41","NaN","139.44"
"398","D Henderson","GK","NFO","4.5","2.86","NaN","3.18","NaN","3.22","NaN","2.71","NaN","2.38","NaN","117.45"
"261","Maddison","MID","LEI","8","4.11","NaN","3.17","NaN","4.39","NaN","2.92","NaN","3.83","NaN","139.57"
"45","Bailey","MID","AVL","5","3.02","NaN","3.16","NaN","2.66","NaN","3.08","NaN","2.49","NaN","107.97"
"81","Raya","GK","BRE","4.5","3.14","NaN","3.15","NaN","3.49","NaN","3.83","NaN","3.53","NaN","127.54"
"419","Livramento","DEF","SOU","4.5","1.73","NaN","3.15","NaN","2.37","NaN","2.51","NaN","2.31","NaN","98.42"
"255","Vardy","FWD","LEI","9.5","3.95","NaN","3.13","NaN","4.19","NaN","2.90","NaN","3.75","NaN","135.43"
"209","Adarabioyo","DEF","FUL","4.5","1.76","NaN","3.12","NaN","3.47","NaN","2.10","NaN","3.30","NaN","105.10"
"368","Saint-Maximin","MID","NEW","6.5","3.97","NaN","3.11","NaN","2.75","NaN","3.34","NaN","2.66","NaN","129.09"
"10","B White","DEF","ARS","4.5","3.03","NaN","3.11","NaN","3.17","NaN","3.35","NaN","3.19","NaN","109.21"
"458","Antonio","FWD","WHU","7.5","2.46","NaN","3.10","NaN","3.03","NaN","2.81","NaN","2.91","NaN","113.58"
"367","Targett","DEF","NEW","5","4.15","NaN","3.08","NaN","2.07","NaN","3.48","NaN","1.68","NaN","120.75"
"520","Koulibaly","DEF","CHE","5.5","3.62","NaN","3.08","NaN","3.39","NaN","3.71","NaN","3.51","NaN","131.37"
"95","Mbeumo","FWD","BRE","6","2.92","NaN","3.08","NaN","3.02","NaN","3.23","NaN","2.76","NaN","112.29"
"493","Gibbs-White","MID","WOL","5.5","2.86","NaN","3.06","NaN","2.31","NaN","2.77","NaN","2.86","NaN","101.65"
"248","Schmeichel","GK","LEI","5","3.86","NaN","3.04","NaN","3.80","NaN","2.98","NaN","3.20","NaN","129.95"
"160","Zaha","MID","CRY","7","3.84","NaN","3.04","NaN","4.14","NaN","2.86","NaN","4.33","NaN","148.21"
"480","Neves","MID","WOL","5.5","2.84","NaN","3.04","NaN","2.38","NaN","2.81","NaN","2.86","NaN","102.75"
"116","Mac Allister","MID","BHA","5.5","2.73","NaN","3.04","NaN","2.84","NaN","3.48","NaN","2.98","NaN","111.93"
"469","Fornals","MID","WHU","5.5","2.42","NaN","3.04","NaN","3.01","NaN","2.77","NaN","2.81","NaN","111.05"
"145","Havertz","FWD","CHE","8","3.05","NaN","3.02","NaN","3.36","NaN","3.45","NaN","3.23","NaN","118.75"
"103","Welbeck","FWD","BHA","6.5","2.80","NaN","3.02","NaN","2.88","NaN","3.62","NaN","3.06","NaN","112.99"
"374","Guimaraes","MID","NEW","6","3.84","NaN","3.01","NaN","2.67","NaN","3.23","NaN","2.57","NaN","124.76"
"474","Boly","DEF","WOL","4.5","2.48","NaN","3.01","NaN","1.67","NaN","2.89","NaN","2.84","NaN","94.69"
"406","Elyounoussi","MID","SOU","5.5","2.22","NaN","3.01","NaN","2.49","NaN","2.61","NaN","2.32","NaN","95.88"
"108","Webster","DEF","BHA","4.5","2.15","NaN","3.01","NaN","2.47","NaN","3.12","NaN","2.69","NaN","101.69"
"508","Sinisterra","MID","LEE","6.5","3.19","NaN","3.00","NaN","2.66","NaN","2.70","NaN","3.22","NaN","109.82"
"47","Ramsey","MID","AVL","5.5","2.88","NaN","2.99","NaN","2.60","NaN","2.90","NaN","2.44","NaN","103.37"
"408","A Armstrong","FWD","SOU","5.5","2.24","NaN","2.98","NaN","2.48","NaN","2.60","NaN","2.30","NaN","94.70"
"0","L Martinez","DEF","MUN","3","3.33","NaN","2.97","NaN","2.07","NaN","3.03","NaN","2.68","NaN","111.32"
"464","Benrahma","MID","WHU","6","2.34","NaN","2.97","NaN","2.92","NaN","2.69","NaN","2.74","NaN","108.31"
"405","S Armstrong","MID","SOU","5","2.25","NaN","2.97","NaN","2.49","NaN","2.61","NaN","2.36","NaN","96.50"
"461","Zouma","DEF","WHU","4.5","1.68","NaN","2.96","NaN","3.05","NaN","2.46","NaN","2.25","NaN","99.73"
"503","Moutinho","MID","WOL","5","2.77","NaN","2.95","NaN","2.37","NaN","2.75","NaN","2.81","NaN","100.98"
"387","Yates","MID","NFO","5","2.60","NaN","2.95","NaN","2.77","NaN","2.67","NaN","2.19","NaN","104.91"
"195","Gordon","MID","EVE","5.5","2.83","NaN","2.92","NaN","3.60","NaN","3.05","NaN","3.30","NaN","117.30"
"39","Mings","DEF","AVL","4.5","2.60","NaN","2.92","NaN","2.47","NaN","2.55","NaN","1.81","NaN","87.91"
"523","Toffolo","DEF","NFO","4.5","2.42","NaN","2.91","NaN","2.78","NaN","2.18","NaN","1.02","NaN","97.58"
"201","Ream","DEF","FUL","4.5","1.61","NaN","2.90","NaN","3.20","NaN","1.94","NaN","3.06","NaN","96.89"
"377","Botman","DEF","NEW","4.5","3.83","NaN","2.87","NaN","1.91","NaN","3.24","NaN","1.54","NaN","111.59"
"338","McTominay","MID","MUN","5","2.99","NaN","2.86","NaN","2.59","NaN","2.96","NaN","2.82","NaN","110.06"
"313","Zinchenko","DEF","ARS","5","2.71","NaN","2.86","NaN","2.89","NaN","3.05","NaN","2.89","NaN","100.12"
"66","Solanke","FWD","BOU","6","3.95","NaN","2.82","NaN","3.68","NaN","3.01","NaN","4.08","NaN","141.59"
"486","Neto","MID","WOL","5.5","2.65","NaN","2.82","NaN","2.16","NaN","2.56","NaN","2.65","NaN","94.37"
"30","Ings","FWD","AVL","7","2.73","NaN","2.81","NaN","2.36","NaN","2.75","NaN","2.28","NaN","97.21"
"79","Norgaard","MID","BRE","5.5","2.68","NaN","2.81","NaN","2.79","NaN","3.03","NaN","2.66","NaN","104.71"
"357","Trippier","DEF","NEW","5","3.71","NaN","2.80","NaN","1.93","NaN","3.15","NaN","1.59","NaN","109.35"
"331","Fred","MID","MUN","5.5","2.92","NaN","2.79","NaN","2.53","NaN","2.90","NaN","2.76","NaN","107.49"
"0","Kounde","DEF","CHE","3","3.26","NaN","2.78","NaN","3.09","NaN","3.36","NaN","3.20","NaN","118.79"
"3","Xhaka","MID","ARS","5","2.51","NaN","2.78","NaN","2.71","NaN","2.86","NaN","2.73","NaN","98.87"
"110","Maupay","FWD","BHA","6.5","2.56","NaN","2.77","NaN","2.63","NaN","3.25","NaN","2.77","NaN","103.34"
"467","Rice","MID","WHU","5","2.33","NaN","2.76","NaN","2.76","NaN","2.56","NaN","2.58","NaN","101.41"
"354","Wood","FWD","NEW","6","3.44","NaN","2.75","NaN","2.53","NaN","2.92","NaN","2.47","NaN","114.46"
"275","J Henderson","MID","LIV","5.5","2.68","NaN","2.75","NaN","2.49","NaN","3.02","NaN","2.72","NaN","101.42"
"92","Pinnock","DEF","BRE","4.5","2.61","NaN","2.75","NaN","2.89","NaN","3.66","NaN","3.08","NaN","108.79"
"282","Fabinho","MID","LIV","5.5","2.63","NaN","2.73","NaN","2.44","NaN","2.95","NaN","2.70","NaN","99.83"
"402","Romeu","MID","SOU","5","2.15","NaN","2.72","NaN","2.33","NaN","2.44","NaN","2.28","NaN","91.12"
"463","Coufal","DEF","WHU","4.5","1.61","NaN","2.71","NaN","2.77","NaN","2.28","NaN","2.12","NaN","92.12"
"217","Robinson","DEF","FUL","4.5","1.56","NaN","2.70","NaN","3.01","NaN","1.83","NaN","2.86","NaN","91.44"
"123","Undav","FWD","BHA","5.5","2.50","NaN","2.69","NaN","2.57","NaN","3.15","NaN","2.68","NaN","100.57"
"244","Kristensen","DEF","LEE","5","3.44","NaN","2.67","NaN","2.19","NaN","2.43","NaN","3.34","NaN","95.99"
"332","Shaw","DEF","MUN","5","2.96","NaN","2.65","NaN","1.89","NaN","2.69","NaN","2.40","NaN","99.73"
"189","D Gray","MID","EVE","5.5","2.54","NaN","2.65","NaN","3.24","NaN","2.75","NaN","2.96","NaN","105.83"
"295","N Williams","DEF","NFO","4","2.21","NaN","2.64","NaN","2.53","NaN","2.00","NaN","0.97","NaN","88.90"
"460","Lanzini","MID","WHU","5.5","2.20","NaN","2.64","NaN","2.63","NaN","2.43","NaN","2.48","NaN","97.12"
"128","T Silva","DEF","CHE","5.5","3.09","NaN","2.63","NaN","2.89","NaN","3.13","NaN","2.99","NaN","111.84"
"204","Kebano","MID","FUL","5.5","2.35","NaN","2.62","NaN","2.89","NaN","2.36","NaN","2.72","NaN","100.26"
"259","Tielemans","MID","LEI","6.5","3.20","NaN","2.61","NaN","3.34","NaN","2.47","NaN","3.00","NaN","111.01"
"185","A Doucoure","MID","EVE","5.5","2.55","NaN","2.60","NaN","3.15","NaN","2.71","NaN","2.88","NaN","103.90"
"388","Worrall","DEF","NFO","4.5","2.20","NaN","2.60","NaN","2.54","NaN","1.91","NaN","0.81","NaN","87.44"
"385","McKenna","DEF","NFO","4.5","2.20","NaN","2.59","NaN","2.54","NaN","1.91","NaN","0.81","NaN","87.30"
"0","Mbabu","DEF","FUL","3","1.53","NaN","2.57","NaN","2.86","NaN","1.77","NaN","2.72","NaN","87.58"
"371","Joelinton","MID","NEW","6","3.17","NaN","2.56","NaN","2.30","NaN","2.72","NaN","2.23","NaN","104.53"
"349","Shelvey","MID","NEW","5","3.09","NaN","2.55","NaN","2.31","NaN","2.70","NaN","2.23","NaN","103.22"
"86","Janelt","MID","BRE","5.5","2.43","NaN","2.55","NaN","2.53","NaN","2.74","NaN","2.40","NaN","94.74"
"264","Barnes","MID","LEI","7","3.19","NaN","2.54","NaN","3.39","NaN","2.36","NaN","2.99","NaN","109.75"
"299","Walker","DEF","MCI","5","2.04","NaN","2.54","NaN","2.10","NaN","2.46","NaN","2.55","NaN","82.88"
"483","Podence","MID","WOL","5.5","2.39","NaN","2.52","NaN","2.00","NaN","2.32","NaN","2.39","NaN","85.80"
"399","Biancone","DEF","NFO","4.5","2.11","NaN","2.52","NaN","2.42","NaN","1.89","NaN","0.86","NaN","84.70"
"78","Jansson","DEF","BRE","4.5","2.36","NaN","2.51","NaN","2.63","NaN","3.34","NaN","2.79","NaN","98.95"
"262","Iheanacho","FWD","LEI","6.5","3.11","NaN","2.50","NaN","3.31","NaN","2.32","NaN","2.96","NaN","107.49"
"186","Iwobi","MID","EVE","5.5","2.40","NaN","2.48","NaN","2.96","NaN","2.57","NaN","2.73","NaN","98.40"
"446","Kulusevski","MID","TOT","8","3.55","NaN","2.46","NaN","3.32","NaN","3.14","NaN","2.91","NaN","115.28"
"72","Travers","GK","BOU","4.5","3.30","NaN","2.46","NaN","3.06","NaN","2.53","NaN","3.66","NaN","118.77"
"288","Jota","FWD","LIV","9","2.47","NaN","2.46","NaN","2.29","NaN","2.88","NaN","2.47","NaN","93.00"
"228","Llorente","DEF","LEE","4.5","3.26","NaN","2.45","NaN","2.05","NaN","2.27","NaN","3.15","NaN","89.09"
"246","Aaronson","MID","LEE","5.5","2.60","NaN","2.45","NaN","2.24","NaN","2.27","NaN","2.61","NaN","90.64"
"279","Firmino","FWD","LIV","8","2.48","NaN","2.45","NaN","2.31","NaN","2.84","NaN","2.46","NaN","92.97"
"342","Dalot","DEF","MUN","4.5","2.71","NaN","2.42","NaN","1.72","NaN","2.46","NaN","2.19","NaN","90.96"
"373","Willock","MID","NEW","5","2.95","NaN","2.41","NaN","2.16","NaN","2.55","NaN","2.11","NaN","97.93"
"205","Reid","MID","FUL","5.5","2.15","NaN","2.39","NaN","2.64","NaN","2.16","NaN","2.48","NaN","91.43"
"245","Roca","MID","LEE","5","2.54","NaN","2.38","NaN","2.21","NaN","2.22","NaN","2.56","NaN","88.70"
"479","Dendoncker","MID","WOL","5","2.24","NaN","2.37","NaN","1.93","NaN","2.21","NaN","2.26","NaN","81.62"
"346","A Pereira","MID","FUL","4.5","2.16","NaN","2.37","NaN","2.61","NaN","2.15","NaN","2.47","NaN","90.74"
"403","Redmond","MID","SOU","5.5","1.83","NaN","2.36","NaN","2.01","NaN","2.09","NaN","1.91","NaN","77.51"
"114","Lamptey","DEF","BHA","4.5","1.74","NaN","2.34","NaN","1.96","NaN","2.46","NaN","2.12","NaN","80.18"
"12","Smith Rowe","MID","ARS","6","2.04","NaN","2.33","NaN","2.28","NaN","2.40","NaN","2.25","NaN","82.03"
"433","Hojbjerg","MID","TOT","5.5","2.98","NaN","2.32","NaN","2.90","NaN","2.76","NaN","2.58","NaN","101.74"
"168","Mateta","FWD","CRY","5.5","2.83","NaN","2.32","NaN","3.03","NaN","2.18","NaN","3.16","NaN","109.86"
"300","Gundogan","MID","MCI","7.5","1.93","NaN","2.32","NaN","1.85","NaN","2.04","NaN","2.26","NaN","76.06"
"515","Lewis-Potter","FWD","BRE","5.5","2.21","NaN","2.31","NaN","2.28","NaN","2.41","NaN","2.11","NaN","84.94"
"326","Ronaldo","FWD","MUN","10.5","2.40","NaN","2.30","NaN","2.09","NaN","2.45","NaN","2.31","NaN","89.69"
"194","Mykolenko","DEF","EVE","4.5","2.19","NaN","2.30","NaN","3.25","NaN","2.52","NaN","2.44","NaN","92.40"
"443","Romero","DEF","TOT","5","3.78","NaN","2.28","NaN","3.99","NaN","3.49","NaN","2.83","NaN","119.83"
"179","Townsend","MID","EVE","5.5","2.23","NaN","2.28","NaN","2.74","NaN","2.38","NaN","2.54","NaN","91.05"
"132","Kovacic","MID","CHE","5","2.33","NaN","2.26","NaN","2.45","NaN","2.51","NaN","2.39","NaN","89.10"
"430","Dier","DEF","TOT","5","3.66","NaN","2.25","NaN","3.84","NaN","3.39","NaN","2.79","NaN","116.72"
"180","Keane","DEF","EVE","4.5","2.18","NaN","2.25","NaN","3.27","NaN","2.50","NaN","2.39","NaN","91.54"
"88","Jensen","MID","BRE","5","2.17","NaN","2.25","NaN","2.23","NaN","2.40","NaN","2.12","NaN","83.79"
"319","Alvarez","FWD","MCI","6.5","1.89","NaN","2.25","NaN","1.80","NaN","1.96","NaN","2.19","NaN","74.26"
"266","Dewsbury-Hall","MID","LEI","5","2.66","NaN","2.23","NaN","2.76","NaN","2.13","NaN","2.51","NaN","93.47"
"265","Ndidi","MID","LEI","5","2.63","NaN","2.23","NaN","2.70","NaN","2.15","NaN","2.47","NaN","92.57"
"330","Maguire","DEF","MUN","5","2.52","NaN","2.23","NaN","1.54","NaN","2.26","NaN","1.99","NaN","83.52"
"277","Thiago","MID","LIV","5.5","2.16","NaN","2.23","NaN","2.02","NaN","2.43","NaN","2.21","NaN","82.16"
"120","Caicedo","MID","BHA","5","2.00","NaN","2.21","NaN","2.08","NaN","2.44","NaN","2.16","NaN","81.47"
"358","Burn","DEF","NEW","4.5","2.93","NaN","2.20","NaN","1.49","NaN","2.47","NaN","1.21","NaN","85.71"
"137","Werner","FWD","CHE","8","2.22","NaN","2.19","NaN","2.43","NaN","2.47","NaN","2.34","NaN","85.99"
"82","Canos","DEF","BRE","5","2.06","NaN","2.18","NaN","2.22","NaN","2.69","NaN","2.24","NaN","83.43"
"75","Anthony","MID","BOU","5.5","2.99","NaN","2.17","NaN","2.77","NaN","2.29","NaN","3.12","NaN","107.05"
"506","T Adams","MID","LEE","5","2.30","NaN","2.16","NaN","2.04","NaN","2.04","NaN","2.31","NaN","80.85"
"169","Eze","MID","CRY","5.5","2.63","NaN","2.14","NaN","2.79","NaN","2.04","NaN","2.92","NaN","101.39"
"200","Cairney","MID","FUL","5","1.95","NaN","2.13","NaN","2.30","NaN","1.96","NaN","2.20","NaN","81.09"
"381","Colback","MID","NFO","4.5","1.92","NaN","2.09","NaN","2.01","NaN","1.95","NaN","1.71","NaN","75.95"
"42","Buendia","MID","AVL","6","2.01","NaN","2.08","NaN","1.80","NaN","2.03","NaN","1.70","NaN","72.16"
"524","O'Brien","MID","NFO","5","1.88","NaN","2.07","NaN","1.97","NaN","1.91","NaN","1.65","NaN","74.71"
"448","Perisic","DEF","TOT","5.5","3.38","NaN","2.06","NaN","3.36","NaN","3.03","NaN","2.58","NaN","106.11"
"454","Richarlison","FWD","TOT","8.5","2.81","NaN","2.06","NaN","2.62","NaN","2.52","NaN","2.37","NaN","93.26"
"70","Billing","MID","BOU","5.5","2.77","NaN","2.03","NaN","2.58","NaN","2.13","NaN","2.89","NaN","99.24"
"69","Christie","MID","BOU","5.5","2.74","NaN","2.03","NaN","2.56","NaN","2.13","NaN","2.86","NaN","98.54"
"510","Hickey","DEF","BRE","5","1.91","NaN","2.03","NaN","2.12","NaN","2.67","NaN","2.26","NaN","79.98"
"46","Douglas Luiz","MID","AVL","5","1.94","NaN","2.02","NaN","1.80","NaN","1.96","NaN","1.70","NaN","70.58"
"84","Ajer","DEF","BRE","4.5","1.89","NaN","2.00","NaN","2.09","NaN","2.64","NaN","2.23","NaN","79.00"
"231","D James","MID","LEE","6","2.11","NaN","1.99","NaN","1.80","NaN","1.82","NaN","2.12","NaN","73.37"
"225","Rodrigo","MID","LEE","6","2.12","NaN","1.98","NaN","1.77","NaN","1.76","NaN","2.16","NaN","72.78"
"211","Reed","MID","FUL","4.5","1.79","NaN","1.94","NaN","2.08","NaN","1.80","NaN","2.00","NaN","73.65"
"134","Kante","MID","CHE","5","2.00","NaN","1.93","NaN","2.07","NaN","2.12","NaN","2.04","NaN","76.16"
"220","Palhinha","MID","FUL","5","1.77","NaN","1.93","NaN","2.08","NaN","1.77","NaN","1.99","NaN","73.29"
